/u/shawntan/.conda/envs/dist/lib/python3.9/site-packages/haiku/_src/data_structures.py:37: FutureWarning: jax.tree_structure is deprecated, and will be removed in a future release. Use jax.tree_util.tree_structure instead.
  PyTreeDef = type(jax.tree_structure(None))
/u/shawntan/.conda/envs/dist/lib/python3.9/site-packages/chex/_src/pytypes.py:37: FutureWarning: jax.tree_structure is deprecated, and will be removed in a future release. Use jax.tree_util.tree_structure instead.
  PyTreeDef = type(jax.tree_structure(None))
I0823 14:41:47.061769 22398207461184 xla_bridge.py:328] Unable to initialize backend 'tpu_driver': NOT_FOUND: Unable to find driver in registry given worker: 
I0823 14:41:47.297060 22398207461184 xla_bridge.py:328] Unable to initialize backend 'rocm': NOT_FOUND: Could not find registered platform with name: "rocm". Available platform names are: CUDA Interpreter Host
I0823 14:41:47.297404 22398207461184 xla_bridge.py:328] Unable to initialize backend 'tpu': module 'jaxlib.xla_extension' has no attribute 'get_tpu_client'
/u/shawntan/.conda/envs/dist/lib/python3.9/site-packages/haiku/_src/data_structures.py:144: FutureWarning: jax.tree_flatten is deprecated, and will be removed in a future release. Use jax.tree_util.tree_flatten instead.
  leaves, treedef = jax.tree_flatten(tree)
/u/shawntan/.conda/envs/dist/lib/python3.9/site-packages/haiku/_src/data_structures.py:145: FutureWarning: jax.tree_unflatten is deprecated, and will be removed in a future release. Use jax.tree_util.tree_unflatten instead.
  return jax.tree_unflatten(treedef, leaves)
{'train_loss': 0.6964544057846069, 'valid_loss': 0.6903354525566101, 'step': 499, 'valid_accuracy': 0.52734375, 'train_accuracy': 0.453125}
{'train_loss': 0.00014451341121457517, 'valid_loss': 0.1258191615343094, 'step': 81999, 'valid_accuracy': 0.947265625, 'train_accuracy': 1.0}
{'train_loss': 0.09284249693155289, 'valid_loss': 0.11086857318878174, 'step': 82499, 'valid_accuracy': 0.9765625, 'train_accuracy': 0.98828125}
{'train_loss': 6.829819540143944e-06, 'valid_loss': 0.001377100357785821, 'step': 82999, 'valid_accuracy': 1.0, 'train_accuracy': 1.0}
{'train_loss': 9.198181214742362e-05, 'valid_loss': 0.3086974024772644, 'step': 83499, 'valid_accuracy': 0.8671875, 'train_accuracy': 1.0}
{'train_loss': 0.00011489578173495829, 'valid_loss': 0.007419788744300604, 'step': 83999, 'valid_accuracy': 0.998046875, 'train_accuracy': 1.0}
{'train_loss': 3.1862057312537218e-06, 'valid_loss': 0.005149989388883114, 'step': 84499, 'valid_accuracy': 0.998046875, 'train_accuracy': 1.0}
{'train_loss': 1.1711514162016101e-05, 'valid_loss': 0.05614413321018219, 'step': 84999, 'valid_accuracy': 0.990234375, 'train_accuracy': 1.0}
{'train_loss': 0.006053380202502012, 'valid_loss': 0.011159313842654228, 'step': 85499, 'valid_accuracy': 1.0, 'train_accuracy': 1.0}
{'train_loss': 5.121023059473373e-05, 'valid_loss': 0.007450680248439312, 'step': 85999, 'valid_accuracy': 0.99609375, 'train_accuracy': 1.0}
{'train_loss': 0.00048810557927936316, 'valid_loss': 0.01630806177854538, 'step': 86499, 'valid_accuracy': 0.9921875, 'train_accuracy': 0.998046875}
{'train_loss': 6.207530987012433e-06, 'valid_loss': 0.09251245856285095, 'step': 86999, 'valid_accuracy': 0.958984375, 'train_accuracy': 1.0}
{'train_loss': 2.9631504730787128e-05, 'valid_loss': 0.00016554907779209316, 'step': 87499, 'valid_accuracy': 1.0, 'train_accuracy': 1.0}
{'train_loss': 0.00014632195234298706, 'valid_loss': 0.01029984187334776, 'step': 87999, 'valid_accuracy': 0.99609375, 'train_accuracy': 1.0}
{'train_loss': 3.6554505641106516e-05, 'valid_loss': 3.0991721153259277, 'step': 88499, 'valid_accuracy': 0.611328125, 'train_accuracy': 1.0}
{'train_loss': 0.0004065046668983996, 'valid_loss': 0.000486041943076998, 'step': 88999, 'valid_accuracy': 1.0, 'train_accuracy': 1.0}
{'train_loss': 0.03779804706573486, 'valid_loss': 0.009986343793570995, 'step': 89499, 'valid_accuracy': 0.994140625, 'train_accuracy': 0.998046875}
{'train_loss': 9.553785639582202e-05, 'valid_loss': 0.0038679861463606358, 'step': 89999, 'valid_accuracy': 0.998046875, 'train_accuracy': 1.0}
{'train_loss': 0.5912637114524841, 'valid_loss': 0.9197800159454346, 'step': 90499, 'valid_accuracy': 0.658203125, 'train_accuracy': 0.666015625}
{'train_loss': 0.043105125427246094, 'valid_loss': 0.4541930854320526, 'step': 90999, 'valid_accuracy': 0.845703125, 'train_accuracy': 0.982421875}
{'train_loss': 0.08832547068595886, 'valid_loss': 0.10347440838813782, 'step': 91499, 'valid_accuracy': 0.943359375, 'train_accuracy': 0.958984375}
{'train_loss': 0.023823559284210205, 'valid_loss': 0.007941300049424171, 'step': 91999, 'valid_accuracy': 0.994140625, 'train_accuracy': 0.998046875}
{'train_loss': 0.00022064807126298547, 'valid_loss': 0.002749128732830286, 'step': 92499, 'valid_accuracy': 1.0, 'train_accuracy': 1.0}
{'train_loss': 0.001065374119207263, 'valid_loss': 0.00940889772027731, 'step': 92999, 'valid_accuracy': 0.99609375, 'train_accuracy': 1.0}
{'train_loss': 0.00010501270298846066, 'valid_loss': 0.003091380000114441, 'step': 93499, 'valid_accuracy': 0.998046875, 'train_accuracy': 1.0}
{'train_loss': 7.47129597584717e-05, 'valid_loss': 0.04415643960237503, 'step': 93999, 'valid_accuracy': 0.9765625, 'train_accuracy': 1.0}
{'train_loss': 5.237744335317984e-05, 'valid_loss': 0.11611877381801605, 'step': 94499, 'valid_accuracy': 0.96875, 'train_accuracy': 1.0}
{'train_loss': 9.14811244001612e-05, 'valid_loss': 0.19580882787704468, 'step': 94999, 'valid_accuracy': 0.935546875, 'train_accuracy': 1.0}
{'train_loss': 0.00010946881957352161, 'valid_loss': 0.00710021797567606, 'step': 95499, 'valid_accuracy': 0.99609375, 'train_accuracy': 1.0}
{'train_loss': 0.018385140225291252, 'valid_loss': 0.0038176001980900764, 'step': 95999, 'valid_accuracy': 0.998046875, 'train_accuracy': 1.0}
{'train_loss': 3.08865201077424e-05, 'valid_loss': 4.720041751861572, 'step': 96499, 'valid_accuracy': 0.462890625, 'train_accuracy': 1.0}
{'train_loss': 1.0907132491411176e-05, 'valid_loss': 0.0061400281265378, 'step': 96999, 'valid_accuracy': 0.998046875, 'train_accuracy': 1.0}
{'train_loss': 4.352638643467799e-05, 'valid_loss': 0.020129287615418434, 'step': 97499, 'valid_accuracy': 0.990234375, 'train_accuracy': 1.0}
{'train_loss': 0.003375452710315585, 'valid_loss': 0.0018836884992197156, 'step': 97999, 'valid_accuracy': 1.0, 'train_accuracy': 0.998046875}
{'train_loss': 0.010422226041555405, 'valid_loss': 0.7606602907180786, 'step': 98499, 'valid_accuracy': 0.8671875, 'train_accuracy': 0.998046875}
{'train_loss': 0.0019434685818850994, 'valid_loss': 0.12676116824150085, 'step': 98999, 'valid_accuracy': 0.939453125, 'train_accuracy': 1.0}
{'train_loss': 0.00031411420786753297, 'valid_loss': 0.5837550163269043, 'step': 99499, 'valid_accuracy': 0.873046875, 'train_accuracy': 1.0}
{'train_loss': 0.00013782651512883604, 'valid_loss': 0.00988289900124073, 'step': 99999, 'valid_accuracy': 0.994140625, 'train_accuracy': 1.0}
{'train_loss': 0.003845350118353963, 'valid_loss': 0.0015212118159979582, 'step': 100499, 'valid_accuracy': 1.0, 'train_accuracy': 0.998046875}
{'train_loss': 5.1321228966116905e-05, 'valid_loss': 0.0017398290801793337, 'step': 100999, 'valid_accuracy': 1.0, 'train_accuracy': 1.0}
{'train_loss': 0.006095595192164183, 'valid_loss': 0.004064065404236317, 'step': 101499, 'valid_accuracy': 0.998046875, 'train_accuracy': 0.998046875}
{'train_loss': 0.0027628932148218155, 'valid_loss': 0.08580614626407623, 'step': 101999, 'valid_accuracy': 0.97265625, 'train_accuracy': 1.0}
{'train_loss': 0.00030674884328618646, 'valid_loss': 0.1297668218612671, 'step': 102499, 'valid_accuracy': 0.9609375, 'train_accuracy': 1.0}
{'train_loss': 0.00010839832975761965, 'valid_loss': 0.11319613456726074, 'step': 102999, 'valid_accuracy': 0.953125, 'train_accuracy': 1.0}
{'train_loss': 0.0012259086361154914, 'valid_loss': 6.561358168255538e-05, 'step': 103499, 'valid_accuracy': 1.0, 'train_accuracy': 1.0}
{'train_loss': 0.03565802425146103, 'valid_loss': 0.02412191964685917, 'step': 103999, 'valid_accuracy': 0.994140625, 'train_accuracy': 0.998046875}
{'train_loss': 0.014671019278466702, 'valid_loss': 0.0029499344527721405, 'step': 104499, 'valid_accuracy': 1.0, 'train_accuracy': 1.0}
{'train_loss': 2.4896184186218306e-05, 'valid_loss': 0.0006977519951760769, 'step': 104999, 'valid_accuracy': 1.0, 'train_accuracy': 1.0}
{'train_loss': 0.0003243173996452242, 'valid_loss': 0.004990108776837587, 'step': 105499, 'valid_accuracy': 0.998046875, 'train_accuracy': 1.0}
{'train_loss': 0.16429302096366882, 'valid_loss': 0.7122516632080078, 'step': 105999, 'valid_accuracy': 0.79296875, 'train_accuracy': 0.9609375}
{'train_loss': 2.6722668735601474e-06, 'valid_loss': 0.003983405418694019, 'step': 106499, 'valid_accuracy': 0.998046875, 'train_accuracy': 1.0}
{'train_loss': 0.16223832964897156, 'valid_loss': 0.08069577068090439, 'step': 106999, 'valid_accuracy': 0.970703125, 'train_accuracy': 0.97265625}
{'train_loss': 1.8479580830899067e-05, 'valid_loss': 0.03730654716491699, 'step': 107499, 'valid_accuracy': 0.98046875, 'train_accuracy': 1.0}
{'train_loss': 2.0024403966090176e-06, 'valid_loss': 0.10523580759763718, 'step': 107999, 'valid_accuracy': 0.98046875, 'train_accuracy': 1.0}
{'train_loss': 0.00020100937399547547, 'valid_loss': 0.006782473996281624, 'step': 108499, 'valid_accuracy': 0.998046875, 'train_accuracy': 1.0}
{'train_loss': 0.002602643333375454, 'valid_loss': 0.01244994904845953, 'step': 108999, 'valid_accuracy': 0.994140625, 'train_accuracy': 1.0}
{'train_loss': 3.122358521068236e-06, 'valid_loss': 0.025483425706624985, 'step': 109499, 'valid_accuracy': 0.990234375, 'train_accuracy': 1.0}
{'train_loss': 8.169372449629009e-05, 'valid_loss': 0.362779438495636, 'step': 109999, 'valid_accuracy': 0.9140625, 'train_accuracy': 1.0}
{'train_loss': 0.003844401566311717, 'valid_loss': 0.004796874709427357, 'step': 110499, 'valid_accuracy': 0.99609375, 'train_accuracy': 1.0}
{'train_loss': 1.4502342310152017e-05, 'valid_loss': 3.8582893466809765e-05, 'step': 110999, 'valid_accuracy': 1.0, 'train_accuracy': 1.0}
{'train_loss': 1.4466452739725355e-05, 'valid_loss': 0.006172783672809601, 'step': 111499, 'valid_accuracy': 0.99609375, 'train_accuracy': 1.0}
{'train_loss': 1.8281602933711838e-06, 'valid_loss': 0.000840539752971381, 'step': 111999, 'valid_accuracy': 1.0, 'train_accuracy': 1.0}
{'train_loss': 2.8475878934841603e-05, 'valid_loss': 0.006079553626477718, 'step': 112499, 'valid_accuracy': 0.99609375, 'train_accuracy': 1.0}
{'train_loss': 0.0014554490335285664, 'valid_loss': 1.90001283044694e-05, 'step': 112999, 'valid_accuracy': 1.0, 'train_accuracy': 1.0}
{'train_loss': 0.015074184164404869, 'valid_loss': 0.0001322126918239519, 'step': 113499, 'valid_accuracy': 1.0, 'train_accuracy': 1.0}
{'train_loss': 4.207371148368111e-06, 'valid_loss': 0.0009295953204855323, 'step': 113999, 'valid_accuracy': 1.0, 'train_accuracy': 1.0}
{'train_loss': 0.00236962316557765, 'valid_loss': 0.0013947432162240148, 'step': 114499, 'valid_accuracy': 1.0, 'train_accuracy': 1.0}
{'train_loss': 1.4413813005376142e-06, 'valid_loss': 0.0015115707647055387, 'step': 114999, 'valid_accuracy': 0.998046875, 'train_accuracy': 1.0}
{'train_loss': 4.6562090574298054e-05, 'valid_loss': 0.0020190326031297445, 'step': 115499, 'valid_accuracy': 1.0, 'train_accuracy': 1.0}
{'train_loss': 3.829726665571798e-06, 'valid_loss': 0.007756802253425121, 'step': 115999, 'valid_accuracy': 0.998046875, 'train_accuracy': 1.0}
{'train_loss': 2.299384959769668e-06, 'valid_loss': 0.21413418650627136, 'step': 116499, 'valid_accuracy': 0.91796875, 'train_accuracy': 1.0}
{'train_loss': 1.8532477952248883e-06, 'valid_loss': 0.18580827116966248, 'step': 116999, 'valid_accuracy': 0.939453125, 'train_accuracy': 1.0}
{'train_loss': 2.1468407794600353e-05, 'valid_loss': 0.02613273821771145, 'step': 117499, 'valid_accuracy': 0.98828125, 'train_accuracy': 1.0}
{'train_loss': 7.409375393763185e-05, 'valid_loss': 0.0015301168896257877, 'step': 117999, 'valid_accuracy': 1.0, 'train_accuracy': 1.0}
{'train_loss': 2.878899067582097e-06, 'valid_loss': 0.0027933111414313316, 'step': 118499, 'valid_accuracy': 0.998046875, 'train_accuracy': 1.0}
{'train_loss': 0.003182828426361084, 'valid_loss': 0.289783775806427, 'step': 118999, 'valid_accuracy': 0.904296875, 'train_accuracy': 1.0}
{'train_loss': 1.5289664588635787e-05, 'valid_loss': 0.06955183297395706, 'step': 119499, 'valid_accuracy': 0.970703125, 'train_accuracy': 1.0}
{'train_loss': 0.0007504499517381191, 'valid_loss': 0.000787543598562479, 'step': 119999, 'valid_accuracy': 1.0, 'train_accuracy': 0.99609375}
{'train_loss': 1.6612280887784436e-05, 'valid_loss': 0.0019241753034293652, 'step': 120499, 'valid_accuracy': 1.0, 'train_accuracy': 1.0}
{'train_loss': 1.0987554560415447e-05, 'valid_loss': 0.06776826083660126, 'step': 120999, 'valid_accuracy': 0.98046875, 'train_accuracy': 1.0}
{'train_loss': 0.005622809287160635, 'valid_loss': 0.012590374797582626, 'step': 121499, 'valid_accuracy': 0.99609375, 'train_accuracy': 0.99609375}
{'train_loss': 2.9987020752741955e-05, 'valid_loss': 0.004395737312734127, 'step': 121999, 'valid_accuracy': 1.0, 'train_accuracy': 1.0}
{'train_loss': 2.7108324047731003e-06, 'valid_loss': 0.0007110630394890904, 'step': 122499, 'valid_accuracy': 1.0, 'train_accuracy': 1.0}
{'train_loss': 5.133375452714972e-05, 'valid_loss': 4.284454345703125, 'step': 122999, 'valid_accuracy': 0.478515625, 'train_accuracy': 1.0}
{'train_loss': 0.001294281566515565, 'valid_loss': 0.0027784414123743773, 'step': 123499, 'valid_accuracy': 1.0, 'train_accuracy': 1.0}
{'train_loss': 1.3796270650345832e-05, 'valid_loss': 3.1507568359375, 'step': 123999, 'valid_accuracy': 0.650390625, 'train_accuracy': 1.0}
{'train_loss': 0.35856807231903076, 'valid_loss': 0.04133863002061844, 'step': 124499, 'valid_accuracy': 0.97265625, 'train_accuracy': 0.970703125}
{'train_loss': 0.004152407869696617, 'valid_loss': 0.0001425177906639874, 'step': 124999, 'valid_accuracy': 1.0, 'train_accuracy': 1.0}
{'train_loss': 0.0046411920338869095, 'valid_loss': 0.053508102893829346, 'step': 125499, 'valid_accuracy': 0.970703125, 'train_accuracy': 0.998046875}
{'train_loss': 0.002298087580129504, 'valid_loss': 0.004072580486536026, 'step': 125999, 'valid_accuracy': 0.998046875, 'train_accuracy': 0.998046875}
{'train_loss': 1.0481051504029892e-05, 'valid_loss': 0.01397385448217392, 'step': 126499, 'valid_accuracy': 0.994140625, 'train_accuracy': 1.0}
{'train_loss': 9.664930075814482e-06, 'valid_loss': 0.00013977322669234127, 'step': 126999, 'valid_accuracy': 1.0, 'train_accuracy': 1.0}
{'train_loss': 0.00012203490769024938, 'valid_loss': 0.5583088397979736, 'step': 127499, 'valid_accuracy': 0.841796875, 'train_accuracy': 1.0}
{'train_loss': 0.0011677053989842534, 'valid_loss': 0.00042552241939119995, 'step': 127999, 'valid_accuracy': 1.0, 'train_accuracy': 0.998046875}
{'train_loss': 0.5963380932807922, 'valid_loss': 1.3800770044326782, 'step': 128499, 'valid_accuracy': 0.783203125, 'train_accuracy': 0.8984375}
{'train_loss': 3.333834229124477e-06, 'valid_loss': 0.0005920495023019612, 'step': 128999, 'valid_accuracy': 1.0, 'train_accuracy': 1.0}
{'train_loss': 4.061659637955017e-06, 'valid_loss': 0.003467283444479108, 'step': 129499, 'valid_accuracy': 0.998046875, 'train_accuracy': 1.0}
{'train_loss': 0.5884621143341064, 'valid_loss': 0.18564684689044952, 'step': 129999, 'valid_accuracy': 0.951171875, 'train_accuracy': 0.953125}
{'train_loss': 0.0011183548485860229, 'valid_loss': 0.01958278939127922, 'step': 130499, 'valid_accuracy': 0.994140625, 'train_accuracy': 1.0}
{'train_loss': 0.09840607643127441, 'valid_loss': 0.08716075122356415, 'step': 130999, 'valid_accuracy': 0.974609375, 'train_accuracy': 0.974609375}
{'train_loss': 1.4382637345988769e-05, 'valid_loss': 0.0010871931444853544, 'step': 131499, 'valid_accuracy': 1.0, 'train_accuracy': 1.0}
{'train_loss': 2.8976348403375596e-05, 'valid_loss': 0.0023987405002117157, 'step': 131999, 'valid_accuracy': 1.0, 'train_accuracy': 1.0}
{'train_loss': 9.586394298821688e-05, 'valid_loss': 2.827602656907402e-06, 'step': 132499, 'valid_accuracy': 1.0, 'train_accuracy': 0.998046875}
{'train_loss': 3.6414603528100997e-06, 'valid_loss': 8.396698831347749e-06, 'step': 132999, 'valid_accuracy': 1.0, 'train_accuracy': 1.0}
{'train_loss': 2.690060682652984e-06, 'valid_loss': 0.008659658953547478, 'step': 133499, 'valid_accuracy': 0.99609375, 'train_accuracy': 1.0}
{'train_loss': 9.849698471953161e-06, 'valid_loss': 3.9124570321291685e-05, 'step': 133999, 'valid_accuracy': 1.0, 'train_accuracy': 1.0}
{'train_loss': 0.00011457553773652762, 'valid_loss': 0.007104138843715191, 'step': 134499, 'valid_accuracy': 0.994140625, 'train_accuracy': 1.0}
{'train_loss': 7.64141645959171e-07, 'valid_loss': 5.494801825989271e-06, 'step': 134999, 'valid_accuracy': 1.0, 'train_accuracy': 1.0}
{'train_loss': 1.7193277017213404e-05, 'valid_loss': 0.004462170880287886, 'step': 135499, 'valid_accuracy': 0.99609375, 'train_accuracy': 1.0}
{'train_loss': 7.952484884299338e-05, 'valid_loss': 1.5885393619537354, 'step': 135999, 'valid_accuracy': 0.69921875, 'train_accuracy': 1.0}
{'train_loss': 1.0111633855558466e-05, 'valid_loss': 0.004051191732287407, 'step': 136499, 'valid_accuracy': 0.998046875, 'train_accuracy': 1.0}
{'train_loss': 2.985890887430287e-06, 'valid_loss': 0.00037471039104275405, 'step': 136999, 'valid_accuracy': 1.0, 'train_accuracy': 1.0}
{'train_loss': 2.163830322388094e-05, 'valid_loss': 0.053039077669382095, 'step': 137499, 'valid_accuracy': 0.9765625, 'train_accuracy': 1.0}
{'train_loss': 0.0010063167428597808, 'valid_loss': 0.041275475174188614, 'step': 137999, 'valid_accuracy': 0.98828125, 'train_accuracy': 1.0}
{'train_loss': 3.97320109186694e-05, 'valid_loss': 0.03938496857881546, 'step': 138499, 'valid_accuracy': 0.982421875, 'train_accuracy': 1.0}
{'train_loss': 2.8780510547221638e-05, 'valid_loss': 0.0009378223912790418, 'step': 138999, 'valid_accuracy': 1.0, 'train_accuracy': 1.0}
{'train_loss': 8.941036867327057e-06, 'valid_loss': 0.0005652449908666313, 'step': 139499, 'valid_accuracy': 1.0, 'train_accuracy': 1.0}
{'train_loss': 1.7855265468824655e-05, 'valid_loss': 0.0003477598656900227, 'step': 139999, 'valid_accuracy': 1.0, 'train_accuracy': 1.0}
{'train_loss': 4.4042226363671944e-05, 'valid_loss': 1.2830891137127765e-05, 'step': 140499, 'valid_accuracy': 1.0, 'train_accuracy': 1.0}
{'train_loss': 0.00304220337420702, 'valid_loss': 0.00010632528574205935, 'step': 140999, 'valid_accuracy': 1.0, 'train_accuracy': 1.0}
{'train_loss': 7.082887168508023e-05, 'valid_loss': 0.0030701556243002415, 'step': 141499, 'valid_accuracy': 0.998046875, 'train_accuracy': 1.0}
{'train_loss': 6.707786042170483e-07, 'valid_loss': 6.364793989632744e-06, 'step': 141999, 'valid_accuracy': 1.0, 'train_accuracy': 1.0}
{'train_loss': 7.375322638836224e-06, 'valid_loss': 0.014148848131299019, 'step': 142499, 'valid_accuracy': 0.99609375, 'train_accuracy': 1.0}
{'train_loss': 0.00013230157492216676, 'valid_loss': 0.6640069484710693, 'step': 142999, 'valid_accuracy': 0.767578125, 'train_accuracy': 1.0}
{'train_loss': 7.702158472966403e-05, 'valid_loss': 1.9367769956588745, 'step': 143499, 'valid_accuracy': 0.615234375, 'train_accuracy': 1.0}
{'train_loss': 0.3465540409088135, 'valid_loss': 2.070024251937866, 'step': 143999, 'valid_accuracy': 0.705078125, 'train_accuracy': 0.95703125}
{'train_loss': 1.586535836395342e-05, 'valid_loss': 4.655849807022605e-06, 'step': 144499, 'valid_accuracy': 1.0, 'train_accuracy': 1.0}
{'train_loss': 8.648033144709188e-06, 'valid_loss': 1.2653559446334839, 'step': 144999, 'valid_accuracy': 0.826171875, 'train_accuracy': 1.0}
{'train_loss': 2.491049289703369, 'valid_loss': 0.7213479280471802, 'step': 145499, 'valid_accuracy': 0.80078125, 'train_accuracy': 0.84375}
{'train_loss': 4.011607416032348e-06, 'valid_loss': 0.00031704045250080526, 'step': 145999, 'valid_accuracy': 1.0, 'train_accuracy': 1.0}
{'train_loss': 0.0018751230090856552, 'valid_loss': 1.0955659490718972e-05, 'step': 146499, 'valid_accuracy': 1.0, 'train_accuracy': 1.0}
{'train_loss': 7.181254659371916e-06, 'valid_loss': 0.0012519765878096223, 'step': 146999, 'valid_accuracy': 1.0, 'train_accuracy': 1.0}
{'train_loss': 2.97323708764452e-07, 'valid_loss': 0.00018872282817028463, 'step': 147499, 'valid_accuracy': 1.0, 'train_accuracy': 1.0}
{'train_loss': 0.02360851690173149, 'valid_loss': 0.016429070383310318, 'step': 147999, 'valid_accuracy': 0.99609375, 'train_accuracy': 0.998046875}
{'train_loss': 0.00010143537656404078, 'valid_loss': 9.826010500546545e-05, 'step': 148499, 'valid_accuracy': 1.0, 'train_accuracy': 1.0}
{'train_loss': 5.683613380824681e-06, 'valid_loss': 2.0755891455337405e-05, 'step': 148999, 'valid_accuracy': 1.0, 'train_accuracy': 1.0}
{'train_loss': 1.4803179055888904e-06, 'valid_loss': 2.9182601792854257e-06, 'step': 149499, 'valid_accuracy': 1.0, 'train_accuracy': 1.0}
{'train_loss': 7.20744992577238e-06, 'valid_loss': 1.56826208694838e-05, 'step': 149999, 'valid_accuracy': 1.0, 'train_accuracy': 1.0}
{'train_loss': 1.3382048606872559, 'valid_loss': 1.1072719097137451, 'step': 150499, 'valid_accuracy': 0.7578125, 'train_accuracy': 0.779296875}
{'train_loss': 0.07868928462266922, 'valid_loss': 0.004231716506183147, 'step': 150999, 'valid_accuracy': 0.998046875, 'train_accuracy': 0.99609375}
{'train_loss': 3.064039901801152e-07, 'valid_loss': 1.866479215095751e-05, 'step': 151499, 'valid_accuracy': 1.0, 'train_accuracy': 1.0}
{'train_loss': 8.105795131996274e-05, 'valid_loss': 5.0654321967158467e-05, 'step': 151999, 'valid_accuracy': 1.0, 'train_accuracy': 1.0}
{'train_loss': 1.397568303218577e-05, 'valid_loss': 0.03746170178055763, 'step': 152499, 'valid_accuracy': 0.98828125, 'train_accuracy': 1.0}
{'train_loss': 0.04429669678211212, 'valid_loss': 0.01161807682365179, 'step': 152999, 'valid_accuracy': 0.99609375, 'train_accuracy': 0.99609375}
{'train_loss': 1.1267466106801294e-05, 'valid_loss': 4.5411074097501114e-05, 'step': 153499, 'valid_accuracy': 1.0, 'train_accuracy': 1.0}
{'train_loss': 0.061426546424627304, 'valid_loss': 0.12015937268733978, 'step': 153999, 'valid_accuracy': 0.943359375, 'train_accuracy': 0.986328125}
{'train_loss': 9.850884453044273e-06, 'valid_loss': 0.010256867855787277, 'step': 154499, 'valid_accuracy': 0.99609375, 'train_accuracy': 1.0}
{'train_loss': 5.326209429767914e-05, 'valid_loss': 0.00013650859182234854, 'step': 154999, 'valid_accuracy': 1.0, 'train_accuracy': 1.0}
{'train_loss': 0.00020002320525236428, 'valid_loss': 0.0037822623271495104, 'step': 155499, 'valid_accuracy': 0.998046875, 'train_accuracy': 1.0}
{'train_loss': 0.0001183631393359974, 'valid_loss': 0.0008000600500963628, 'step': 155999, 'valid_accuracy': 1.0, 'train_accuracy': 1.0}
{'train_loss': 3.438900648689014e-07, 'valid_loss': 0.009016371332108974, 'step': 156499, 'valid_accuracy': 0.99609375, 'train_accuracy': 1.0}
{'train_loss': 1.8472788724466227e-05, 'valid_loss': 0.22894588112831116, 'step': 156999, 'valid_accuracy': 0.9140625, 'train_accuracy': 1.0}
{'train_loss': 7.678834663238376e-06, 'valid_loss': 0.00039423920679837465, 'step': 157499, 'valid_accuracy': 1.0, 'train_accuracy': 1.0}
{'train_loss': 1.8086358295477112e-06, 'valid_loss': 0.00022479273320641369, 'step': 157999, 'valid_accuracy': 1.0, 'train_accuracy': 1.0}
{'train_loss': 0.003284476464614272, 'valid_loss': 0.0037782303988933563, 'step': 158499, 'valid_accuracy': 0.998046875, 'train_accuracy': 1.0}
{'train_loss': 0.0009074818226508796, 'valid_loss': 0.004209111910313368, 'step': 158999, 'valid_accuracy': 0.998046875, 'train_accuracy': 1.0}
{'train_loss': 1.210930122397258e-06, 'valid_loss': 0.0004077932971995324, 'step': 159499, 'valid_accuracy': 1.0, 'train_accuracy': 1.0}
{'train_loss': 2.348743237234885e-06, 'valid_loss': 5.8538564189802855e-05, 'step': 159999, 'valid_accuracy': 1.0, 'train_accuracy': 1.0}
{'train_loss': 5.989403143757954e-05, 'valid_loss': 0.004014025442302227, 'step': 160499, 'valid_accuracy': 0.998046875, 'train_accuracy': 1.0}
{'train_loss': 0.005058927461504936, 'valid_loss': 0.002289603929966688, 'step': 160999, 'valid_accuracy': 1.0, 'train_accuracy': 1.0}
{'train_loss': 1.596131914993748e-05, 'valid_loss': 0.0002645931381266564, 'step': 161499, 'valid_accuracy': 1.0, 'train_accuracy': 1.0}
{'train_loss': 1.8025120880338363e-05, 'valid_loss': 0.0011518618557602167, 'step': 161999, 'valid_accuracy': 1.0, 'train_accuracy': 1.0}
{'train_loss': 0.006620840635150671, 'valid_loss': 0.014625380747020245, 'step': 162499, 'valid_accuracy': 0.99609375, 'train_accuracy': 1.0}
{'train_loss': 6.482573371613398e-05, 'valid_loss': 0.0003467336646281183, 'step': 162999, 'valid_accuracy': 1.0, 'train_accuracy': 1.0}
{'train_loss': 0.014306876808404922, 'valid_loss': 0.0130907092243433, 'step': 163499, 'valid_accuracy': 0.99609375, 'train_accuracy': 0.998046875}
{'train_loss': 0.00042012977064587176, 'valid_loss': 5.382656127039809e-06, 'step': 163999, 'valid_accuracy': 1.0, 'train_accuracy': 1.0}
{'train_loss': 1.1514754078234546e-05, 'valid_loss': 0.0007799759041517973, 'step': 164499, 'valid_accuracy': 1.0, 'train_accuracy': 1.0}
{'train_loss': 2.551955731178168e-06, 'valid_loss': 0.0004978957585990429, 'step': 164999, 'valid_accuracy': 1.0, 'train_accuracy': 1.0}
{'train_loss': 7.647751772310585e-06, 'valid_loss': 0.004995402880012989, 'step': 165499, 'valid_accuracy': 0.998046875, 'train_accuracy': 1.0}
{'train_loss': 0.0028699785470962524, 'valid_loss': 0.000156282854732126, 'step': 165999, 'valid_accuracy': 1.0, 'train_accuracy': 1.0}
{'train_loss': 2.256776042486308e-06, 'valid_loss': 0.0008597868145443499, 'step': 166499, 'valid_accuracy': 1.0, 'train_accuracy': 1.0}
{'train_loss': 8.488689218211221e-07, 'valid_loss': 0.003336470341309905, 'step': 166999, 'valid_accuracy': 0.998046875, 'train_accuracy': 1.0}
{'train_loss': 9.037573909154162e-05, 'valid_loss': 0.0009062487515620887, 'step': 167499, 'valid_accuracy': 1.0, 'train_accuracy': 1.0}
